,attr,importance
6,8,0.15169479
9,11,0.11161342
8,10,0.10873221
5,7,0.106958896
0,0,0.105500795
7,9,0.09243076
3,5,0.082890645
4,6,0.0807646
1,3,0.080741376
2,4,0.07867258
