,attr,importance
7,8,0.1459422
10,11,0.11691463
6,7,0.103388295
0,0,0.1025399
8,9,0.085065454
1,1,0.08120991
9,10,0.08004483
4,4,0.07343244
5,5,0.071280904
3,3,0.07072417
2,2,0.06945731
