,tic,date,strategy,win,hold,lost,sum_close_day,gain_7_percent,gain_10_percent,gain_15_percent
0,MMM,1008,no_merge,0.19,0.57,0.24,-0.0,0.27,0.36,0.54
1,MMM,1008,merge_1,0.14,0.67,0.19,0.01,0.21,0.28,0.42
2,MMM,1008,merge_2,0.14,0.76,0.1,0.07,0.15,0.2,0.3
3,MMM,1008,merge_3,0.14,0.76,0.1,0.07,0.15,0.2,0.3
4,MMM,1008,yesterday_strategy,0.1,0.67,0.24,-0.12,-0.82,-0.76,-0.64
5,MMM,1008,trend,0.33,0,0.67,-0.12,-0.82,-0.76,-0.64
6,MMM,1050,no_merge,0.38,0.38,0.24,0.08,0.39,0.52,0.78
7,MMM,1050,merge_1,0.38,0.38,0.24,0.08,0.39,0.52,0.78
8,MMM,1050,merge_2,0.38,0.38,0.24,0.08,0.39,0.52,0.78
9,MMM,1050,merge_3,0.38,0.38,0.24,0.08,0.39,0.52,0.78
10,MMM,1050,yesterday_strategy,0.29,0.43,0.29,-0.17,0.36,0.48,0.72
11,MMM,1050,trend,0.57,0,0.43,-0.2,0.36,0.48,0.72
12,MMM,1092,no_merge,0.43,0.29,0.29,0.11,0.45,0.6,0.9
13,MMM,1092,merge_1,0.33,0.43,0.24,0.08,0.36,0.48,0.72
14,MMM,1092,merge_2,0.33,0.48,0.19,0.11,0.33,0.44,0.66
15,MMM,1092,merge_3,0.33,0.48,0.19,0.11,0.33,0.44,0.66
16,MMM,1092,yesterday_strategy,0.19,0.43,0.38,-0.04,0.36,0.48,0.72
17,MMM,1092,trend,0.52,0,0.48,-0.01,0.33,0.44,0.66
18,MMM,1134,no_merge,0.38,0.43,0.19,-0.02,0.36,0.48,0.72
19,MMM,1134,merge_1,0.38,0.43,0.19,-0.02,0.36,0.48,0.72
20,MMM,1134,merge_2,0.38,0.48,0.14,0.0,0.33,0.44,0.66
21,MMM,1134,merge_3,0.38,0.48,0.14,0.0,0.33,0.44,0.66
22,MMM,1134,yesterday_strategy,0.14,0.52,0.33,-0.11,0.3,0.4,0.6
23,MMM,1134,trend,0.48,0,0.52,-0.12,0.3,0.4,0.6
24,MMM,1176,no_merge,0.29,0.52,0.19,0.11,-0.08,0.01,0.19
25,MMM,1176,merge_1,0.19,0.76,0.05,0.1,0.15,0.2,0.3
26,MMM,1176,merge_2,0.19,0.76,0.05,0.1,0.15,0.2,0.3
27,MMM,1176,merge_3,0.19,0.76,0.05,0.1,0.15,0.2,0.3
28,MMM,1176,yesterday_strategy,0.19,0.62,0.19,0.04,0.24,-0.72,-0.58
29,MMM,1176,trend,0.38,0,0.62,0.04,0.24,-0.72,-0.58
30,MMM,1218,no_merge,0.57,0.19,0.24,0.19,0.51,0.11,0.05
31,MMM,1218,merge_1,0.57,0.19,0.24,0.19,0.51,0.11,0.05
32,MMM,1218,merge_2,0.57,0.19,0.24,0.19,0.51,0.11,0.05
33,MMM,1218,merge_3,0.57,0.19,0.24,0.19,0.51,0.11,0.05
34,MMM,1218,yesterday_strategy,0.38,0.33,0.29,0.07,0.42,-0.01,-0.13
35,MMM,1218,trend,0.67,0,0.33,0.1,0.42,-0.01,-0.13
36,MMM,1260,no_merge,0.43,0.29,0.29,0.16,-0.58,-0.44,-0.16
37,MMM,1260,merge_1,0.33,0.48,0.19,0.19,-0.7,-0.6,-0.4
38,MMM,1260,merge_2,0.33,0.52,0.14,0.23,0.3,0.4,0.6
39,MMM,1260,merge_3,0.33,0.52,0.14,0.23,0.3,0.4,0.6
40,MMM,1260,yesterday_strategy,0.19,0.57,0.24,0.12,0.27,0.36,0.54
41,MMM,1260,trend,0.48,0,0.52,0.09,0.3,-0.23,-0.05
42,MMM,1302,no_merge,0.29,0.62,0.1,0.2,-0.57,-0.5,-0.84
43,MMM,1302,merge_1,0.29,0.62,0.1,0.2,-0.57,-0.5,-0.84
44,MMM,1302,merge_2,0.24,0.67,0.1,0.12,-0.6,-0.54,-0.9
45,MMM,1302,merge_3,0.24,0.67,0.1,0.12,-0.6,-0.54,-0.9
46,MMM,1302,yesterday_strategy,0.1,0.52,0.38,-0.1,-0.51,-1.8,-2.14
47,MMM,1302,trend,0.48,0,0.52,-0.03,-0.51,-1.8,-2.14
48,MMM,1344,no_merge,0.43,0.52,0.05,0.15,0.3,0.4,0.6
49,MMM,1344,merge_1,0.43,0.52,0.05,0.15,0.3,0.4,0.6
50,MMM,1344,merge_2,0.43,0.52,0.05,0.15,0.3,0.4,0.6
51,MMM,1344,merge_3,0.43,0.52,0.05,0.15,0.3,0.4,0.6
52,MMM,1344,yesterday_strategy,0.24,0.48,0.29,0.01,0.33,0.44,0.66
53,MMM,1344,trend,0.52,0,0.48,0.01,0.33,0.44,0.66
54,MMM,1386,no_merge,0.29,0.57,0.14,0.06,0.27,0.36,0.54
55,MMM,1386,merge_1,0.29,0.67,0.05,0.09,0.21,0.28,0.42
56,MMM,1386,merge_2,0.29,0.67,0.05,0.09,0.21,0.28,0.42
57,MMM,1386,merge_3,0.29,0.67,0.05,0.09,0.21,0.28,0.42
58,MMM,1386,yesterday_strategy,0.24,0.52,0.24,-0.09,0.3,0.4,0.6
59,MMM,1386,trend,0.52,0,0.48,-0.11,0.33,0.44,0.66
60,MMM,1428,no_merge,0.43,0.38,0.19,0.35,0.39,0.52,0.22
61,MMM,1428,merge_1,0.43,0.38,0.19,0.35,0.39,0.52,0.22
62,MMM,1428,merge_2,0.38,0.43,0.19,0.33,0.36,0.48,0.16
63,MMM,1428,merge_3,0.38,0.43,0.19,0.33,0.36,0.48,0.16
64,MMM,1428,yesterday_strategy,0.14,0.52,0.33,-0.17,0.3,0.4,0.04
65,MMM,1428,trend,0.48,0,0.52,-0.09,0.3,0.4,0.04
66,MMM,1470,no_merge,0.43,0.52,0.05,0.17,0.3,0.4,0.6
67,MMM,1470,merge_1,0.33,0.62,0.05,0.13,0.24,0.32,0.48
68,MMM,1470,merge_2,0.29,0.67,0.05,0.1,0.21,0.28,0.42
69,MMM,1470,merge_3,0.29,0.67,0.05,0.1,0.21,0.28,0.42
70,MMM,1470,yesterday_strategy,0.24,0.43,0.33,-0.14,-0.43,-0.32,-0.1
71,MMM,1470,trend,0.52,0,0.48,-0.12,-0.46,-0.36,-0.16
