,tic,date,strategy,win,hold,lost,sum_close_day,gain_7_percent,gain_10_percent,gain_15_percent
0,VZ,1008,no_merge,0.24,0.43,0.33,0.1,0.36,0.48,0.72
1,VZ,1008,merge_0,0.24,0.43,0.33,0.1,0.36,0.48,0.72
2,VZ,1008,merge_1,0.19,0.57,0.24,0.09,0.27,0.36,0.54
3,VZ,1008,merge_2,0.19,0.43,0.38,-0.06,0.36,0.48,0.72
4,VZ,1008,merge_3,0.14,0.43,0.43,-0.14,-0.67,-0.56,-0.34
5,VZ,1008,yesterday_strategy,0.14,0.57,0.29,0.02,-0.76,-0.68,-0.52
6,VZ,1008,trend,0.43,0,0.57,0.02,-0.76,-0.68,-0.52
7,VZ,1050,no_merge,0.33,0.43,0.24,0.09,0.36,0.48,0.72
8,VZ,1050,merge_0,0.33,0.43,0.24,0.09,0.36,0.48,0.72
9,VZ,1050,merge_1,0.19,0.57,0.24,0.03,0.27,0.36,0.54
10,VZ,1050,merge_2,0.24,0.57,0.19,0.05,0.27,0.36,0.54
11,VZ,1050,merge_3,0.38,0.38,0.24,0.09,0.39,0.52,0.78
12,VZ,1050,yesterday_strategy,0.24,0.48,0.29,-0.08,0.33,0.44,0.05
13,VZ,1050,trend,0.57,0,0.43,-0.1,0.36,0.48,0.11
14,VZ,1092,no_merge,0.24,0.62,0.14,-0.01,0.24,0.32,-0.58
15,VZ,1092,merge_0,0.24,0.62,0.14,-0.01,0.24,0.32,-0.58
16,VZ,1092,merge_1,0.19,0.76,0.05,0.04,0.15,0.2,-0.76
17,VZ,1092,merge_2,0.48,0.38,0.14,0.12,0.39,0.52,0.78
18,VZ,1092,merge_3,0.33,0.48,0.19,0.08,0.33,0.44,0.66
19,VZ,1092,yesterday_strategy,0.38,0.33,0.29,0.09,0.42,0.56,-1.25
20,VZ,1092,trend,0.62,0,0.38,0.08,0.39,0.52,-1.31
21,VZ,1134,no_merge,0.19,0.57,0.24,0.13,0.27,0.36,0.54
22,VZ,1134,merge_0,0.19,0.57,0.24,0.13,0.27,0.36,0.54
23,VZ,1134,merge_1,0.19,0.43,0.38,-0.02,-0.67,-0.56,-0.34
24,VZ,1134,merge_2,0.19,0.57,0.24,0.07,-0.76,-0.68,-0.52
25,VZ,1134,merge_3,0.14,0.62,0.24,0.06,-0.79,-0.72,-0.58
26,VZ,1134,yesterday_strategy,0.29,0.52,0.19,0.09,-0.73,-0.64,-0.46
27,VZ,1134,trend,0.48,0,0.52,0.09,-0.73,-0.64,-0.46
28,VZ,1176,no_merge,0.19,0.52,0.29,-0.13,-1.44,-1.36,-1.2
29,VZ,1176,merge_0,0.19,0.52,0.29,-0.13,-1.44,-1.36,-1.2
30,VZ,1176,merge_1,0.19,0.67,0.14,-0.05,-0.82,-0.76,-0.64
31,VZ,1176,merge_2,0.24,0.48,0.29,-0.14,-1.41,-1.32,-1.14
32,VZ,1176,merge_3,0.29,0.43,0.29,-0.09,-1.38,-1.28,-1.08
33,VZ,1176,yesterday_strategy,0.38,0.38,0.24,-0.05,-1.09,-0.98,-0.76
34,VZ,1176,trend,0.62,0,0.38,-0.03,-0.64,-0.52,-0.28
35,VZ,1218,no_merge,0.1,0.62,0.29,-0.0,-0.65,-0.59,-0.47
36,VZ,1218,merge_0,0.1,0.62,0.29,-0.0,-0.65,-0.59,-0.47
37,VZ,1218,merge_1,0.1,0.71,0.19,-0.0,-0.71,-0.67,-0.59
38,VZ,1218,merge_2,0.14,0.67,0.19,0.07,-0.21,-0.15,-0.03
39,VZ,1218,merge_3,0.1,0.71,0.19,0.03,0.18,0.24,0.36
40,VZ,1218,yesterday_strategy,0.14,0.71,0.14,0.12,-0.71,-0.67,-0.59
41,VZ,1218,trend,0.33,0,0.67,0.1,-1.18,-1.14,-1.06
42,VZ,1260,no_merge,0.24,0.52,0.24,0.01,0.3,0.4,0.6
43,VZ,1260,merge_0,0.24,0.52,0.24,0.01,0.3,0.4,0.6
