,tic,date,strategy,win,hold,lost,sum_close_day,gain_7_percent,gain_10_percent,gain_15_percent
0,JPM,1008,no_merge,0.33,0.62,0.05,0.18,0.24,0.32,0.48
1,JPM,1008,merge_1,0.33,0.62,0.05,0.18,0.24,0.32,0.48
2,JPM,1008,merge_2,0.29,0.67,0.05,0.19,0.21,0.28,0.42
3,JPM,1008,merge_3,0.29,0.67,0.05,0.19,0.21,0.28,0.42
4,JPM,1008,yesterday_strategy,0.1,0.62,0.29,0.07,-0.79,-1.13,-1.01
5,JPM,1008,trend,0.38,0,0.62,0.07,-0.79,-1.13,-1.01
6,JPM,1050,no_merge,0.24,0.71,0.05,0.05,0.18,0.24,0.36
7,JPM,1050,merge_1,0.24,0.71,0.05,0.05,0.18,0.24,0.36
8,JPM,1050,merge_2,0.24,0.71,0.05,0.05,0.18,0.24,0.36
9,JPM,1050,merge_3,0.24,0.71,0.05,0.05,0.18,0.24,0.36
10,JPM,1050,yesterday_strategy,0.43,0.43,0.14,0.18,0.36,0.48,0.72
11,JPM,1050,trend,0.57,0,0.43,0.1,0.36,0.48,0.72
12,JPM,1092,no_merge,0.52,0.29,0.19,0.28,-0.12,0.02,0.3
13,JPM,1092,merge_1,0.52,0.38,0.1,0.31,0.39,0.52,0.78
14,JPM,1092,merge_2,0.52,0.38,0.1,0.31,0.39,0.52,0.78
15,JPM,1092,merge_3,0.52,0.38,0.1,0.31,0.39,0.52,0.78
16,JPM,1092,yesterday_strategy,0.24,0.52,0.24,0.06,0.3,0.4,0.6
17,JPM,1092,trend,0.52,0,0.48,0.12,0.33,0.44,0.66
18,JPM,1134,no_merge,0.29,0.71,0.0,0.06,0.18,0.24,0.36
19,JPM,1134,merge_1,0.24,0.76,0.0,0.05,0.15,0.2,0.3
20,JPM,1134,merge_2,0.24,0.76,0.0,0.05,0.15,0.2,0.3
21,JPM,1134,merge_3,0.24,0.76,0.0,0.05,0.15,0.2,0.3
22,JPM,1134,yesterday_strategy,0.33,0.38,0.29,-0.02,-0.47,-0.35,-1.17
23,JPM,1134,trend,0.62,0,0.38,-0.04,-0.47,-0.35,-1.17
24,JPM,1176,no_merge,0.29,0.62,0.1,0.16,0.24,0.32,0.48
25,JPM,1176,merge_1,0.29,0.62,0.1,0.16,0.24,0.32,0.48
26,JPM,1176,merge_2,0.14,0.76,0.1,0.07,0.15,0.2,0.3
27,JPM,1176,merge_3,0.14,0.76,0.1,0.07,0.15,0.2,0.3
28,JPM,1176,yesterday_strategy,0.33,0.43,0.24,0.16,-0.67,-0.56,-0.34
29,JPM,1176,trend,0.52,0,0.48,0.16,-0.7,-0.6,-0.4
30,JPM,1218,no_merge,0.38,0.57,0.05,0.2,-0.76,-0.68,-0.52
31,JPM,1218,merge_1,0.38,0.57,0.05,0.2,-0.76,-0.68,-0.52
32,JPM,1218,merge_2,0.29,0.67,0.05,0.22,0.21,0.28,0.42
33,JPM,1218,merge_3,0.29,0.67,0.05,0.22,0.21,0.28,0.42
34,JPM,1218,yesterday_strategy,0.38,0.38,0.24,0.08,-0.64,-0.52,-0.28
35,JPM,1218,trend,0.62,0,0.38,0.12,-0.64,-0.52,-0.28
36,JPM,1260,no_merge,0.38,0.62,0.0,0.35,-0.79,-0.72,-0.58
37,JPM,1260,merge_1,0.38,0.62,0.0,0.35,-0.79,-0.72,-0.58
38,JPM,1260,merge_2,0.38,0.62,0.0,0.35,-0.79,-0.72,-0.58
39,JPM,1260,merge_3,0.38,0.62,0.0,0.35,-0.79,-0.72,-0.58
40,JPM,1260,yesterday_strategy,0.14,0.57,0.29,-0.0,-0.76,-0.68,-0.52
41,JPM,1260,trend,0.48,0,0.52,0.0,-0.73,-0.64,-0.46
42,JPM,1302,no_merge,0.24,0.57,0.19,0.06,0.27,0.36,0.54
43,JPM,1302,merge_1,0.24,0.57,0.19,0.06,0.27,0.36,0.54
44,JPM,1302,merge_2,0.14,0.67,0.19,-0.0,0.21,0.28,0.42
