,rmse,mape,mae,accuracy,n_estimators,max_depth,learning_rate,min_child_weight,subsample,colsample_bytree,colsample_bylevel,gamma
0,0.0,0.0,0.0,0.485483870967742,50.0,2.0,0.1,15.0,0.2,1.0,1.0,0.8
1,0.0,0.0,0.0,0.4951612903225807,50.0,2.0,0.1,15.0,0.2,1.0,1.0,0.8
2,0.0,0.0,0.0,0.5419354838709677,50.0,2.0,0.1,15.0,0.2,1.0,1.0,0.8
3,0.0,0.0,0.0,0.6629032258064517,50.0,2.0,0.1,15.0,0.2,1.0,1.0,0.8
