,tic,date,strategy,win,hold,lost,sum_close_day,gain_7_percent,gain_10_percent,gain_15_percent
0,CSCO,1008,no_merge,0.38,0.43,0.19,0.09,0.36,0.48,0.72
1,CSCO,1008,merge_1,0.29,0.52,0.19,0.02,0.3,0.4,0.6
2,CSCO,1008,merge_2,0.29,0.62,0.1,0.03,0.24,0.32,0.48
3,CSCO,1008,merge_3,0.29,0.62,0.1,0.03,0.24,0.32,0.48
4,CSCO,1008,yesterday_strategy,0.14,0.62,0.24,0.04,0.24,0.32,0.48
5,CSCO,1008,trend,0.38,0,0.62,0.04,0.24,0.32,0.48
6,CSCO,1050,no_merge,0.38,0.52,0.1,0.48,0.3,0.4,0.6
7,CSCO,1050,merge_1,0.38,0.52,0.1,0.48,0.3,0.4,0.6
8,CSCO,1050,merge_2,0.38,0.52,0.1,0.48,0.3,0.4,0.6
9,CSCO,1050,merge_3,0.38,0.52,0.1,0.48,0.3,0.4,0.6
10,CSCO,1050,yesterday_strategy,0.14,0.57,0.29,0.04,0.27,0.36,0.54
11,CSCO,1050,trend,0.43,0,0.57,0.01,0.27,0.36,0.54
12,CSCO,1092,no_merge,0.38,0.29,0.33,0.12,0.45,0.6,0.9
13,CSCO,1092,merge_1,0.38,0.33,0.29,0.11,0.42,0.56,0.84
14,CSCO,1092,merge_2,0.33,0.38,0.29,0.08,0.39,0.52,0.78
15,CSCO,1092,merge_3,0.33,0.38,0.29,0.08,0.39,0.52,0.78
16,CSCO,1092,yesterday_strategy,0.19,0.48,0.33,0.01,0.33,0.44,0.66
17,CSCO,1092,trend,0.48,0,0.52,0.03,0.3,0.4,0.6
18,CSCO,1134,no_merge,0.43,0.24,0.33,0.22,0.48,0.64,0.96
19,CSCO,1134,merge_1,0.43,0.29,0.29,0.25,0.45,0.6,0.9
20,CSCO,1134,merge_2,0.43,0.38,0.19,0.3,0.39,0.52,0.78
21,CSCO,1134,merge_3,0.43,0.38,0.19,0.3,0.39,0.52,0.78
22,CSCO,1134,yesterday_strategy,0.14,0.52,0.33,0.08,0.3,0.4,0.6
23,CSCO,1134,trend,0.48,0,0.52,0.03,0.3,0.4,0.6
24,CSCO,1176,no_merge,0.43,0.33,0.24,0.29,-0.61,-0.48,-0.22
25,CSCO,1176,merge_1,0.43,0.43,0.14,0.34,0.36,0.48,0.72
26,CSCO,1176,merge_2,0.43,0.43,0.14,0.34,0.36,0.48,0.72
27,CSCO,1176,merge_3,0.43,0.43,0.14,0.34,0.36,0.48,0.72
28,CSCO,1176,yesterday_strategy,0.14,0.52,0.33,0.08,-0.73,-0.64,-0.46
29,CSCO,1176,trend,0.48,0,0.52,0.13,-0.73,-0.64,-0.46
30,CSCO,1218,no_merge,0.71,0.05,0.24,0.71,0.6,0.56,0.94
31,CSCO,1218,merge_1,0.43,0.43,0.14,0.54,0.36,0.24,0.46
32,CSCO,1218,merge_2,0.38,0.48,0.14,0.5,0.33,0.2,0.4
33,CSCO,1218,merge_3,0.38,0.48,0.14,0.5,0.33,0.2,0.4
34,CSCO,1218,yesterday_strategy,0.62,0.24,0.14,0.48,0.48,0.64,0.96
35,CSCO,1218,trend,0.76,0,0.24,0.49,0.48,0.64,0.96
36,CSCO,1260,no_merge,0.38,0.52,0.1,0.32,0.3,0.4,0.6
37,CSCO,1260,merge_1,0.29,0.62,0.1,0.29,0.24,0.32,0.48
38,CSCO,1260,merge_2,0.29,0.71,0.0,0.37,0.18,0.24,0.36
39,CSCO,1260,merge_3,0.29,0.71,0.0,0.37,0.18,0.24,0.36
40,CSCO,1260,yesterday_strategy,0.29,0.52,0.19,0.0,0.3,0.4,0.6
41,CSCO,1260,trend,0.52,0,0.48,-0.05,0.33,0.44,0.66
42,CSCO,1302,no_merge,0.19,0.71,0.1,0.15,0.18,0.24,0.36
43,CSCO,1302,merge_1,0.19,0.71,0.1,0.15,0.18,0.24,0.36
44,CSCO,1302,merge_2,0.19,0.71,0.1,0.15,0.18,0.24,0.36
45,CSCO,1302,merge_3,0.19,0.71,0.1,0.15,0.18,0.24,0.36
46,CSCO,1302,yesterday_strategy,0.1,0.71,0.19,0.05,0.18,0.24,0.36
47,CSCO,1302,trend,0.33,0,0.67,0.08,0.21,0.28,0.42
48,CSCO,1344,no_merge,0.24,0.57,0.19,0.07,0.27,0.36,0.54
49,CSCO,1344,merge_1,0.24,0.62,0.14,0.09,0.24,0.32,0.48
50,CSCO,1344,merge_2,0.05,0.9,0.05,0.03,0.06,0.08,0.12
51,CSCO,1344,merge_3,0.05,0.9,0.05,0.03,0.06,0.08,0.12
52,CSCO,1344,yesterday_strategy,0.14,0.57,0.29,-0.09,0.27,0.36,0.54
53,CSCO,1344,trend,0.43,0,0.57,-0.09,0.27,0.36,0.54
54,CSCO,1386,no_merge,0.29,0.57,0.14,0.08,0.27,0.36,0.54
55,CSCO,1386,merge_1,0.24,0.71,0.05,0.1,0.18,0.24,0.36
56,CSCO,1386,merge_2,0.14,0.81,0.05,0.07,0.12,0.16,0.24
57,CSCO,1386,merge_3,0.14,0.81,0.05,0.07,0.12,0.16,0.24
58,CSCO,1386,yesterday_strategy,0.24,0.52,0.24,0.08,0.3,0.4,0.6
59,CSCO,1386,trend,0.48,0,0.52,0.08,0.3,0.4,0.6
60,CSCO,1428,no_merge,0.43,0.33,0.24,0.35,0.42,0.56,0.84
61,CSCO,1428,merge_1,0.43,0.38,0.19,0.34,0.39,0.52,0.78
62,CSCO,1428,merge_2,0.43,0.38,0.19,0.34,0.39,0.52,0.78
63,CSCO,1428,merge_3,0.43,0.38,0.19,0.34,0.39,0.52,0.78
64,CSCO,1428,yesterday_strategy,0.19,0.52,0.29,-0.01,0.3,0.4,0.6
65,CSCO,1428,trend,0.48,0,0.52,0.13,0.3,0.4,0.6
66,CSCO,1470,no_merge,0.24,0.48,0.29,0.02,0.33,0.44,0.66
67,CSCO,1470,merge_1,0.14,0.57,0.29,-0.05,0.27,0.36,0.54
68,CSCO,1470,merge_2,0.14,0.57,0.29,-0.05,0.27,0.36,0.54
69,CSCO,1470,merge_3,0.14,0.57,0.29,-0.05,0.27,0.36,0.54
70,CSCO,1470,yesterday_strategy,0.19,0.57,0.24,-0.04,0.27,0.36,0.54
71,CSCO,1470,trend,0.43,0,0.57,-0.04,0.27,0.36,0.54
